employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
42336,Jason,Ellis,jason.ellis@khan.net,2018-12-29,Sports administrator,Operations,80465,12463,03356 Stephanie Island Suite 921,South Donnatown,DE,52305,2003-12-27,Inactive
86276,Jacob,Romero,jacob.romero@rodriguez.biz,2020-05-08,Music therapist,IT,"$46,280",16094,53833 Knight Island Apt. 430,East Yvonneport,AR,71052,2002-06-29,Inactive
95646,Jim,Rodriguez,jim.rodriguez@paul.com,2021-07-16,Trade mark attorney,Operations,65784,23214,2991 Roberts Isle,South Danielleland,AL,39805,1995-08-23,Inactive
20297,Steven,Wright,steven.wright@davis.biz,2026-01-15,Contractor,Marketing,"$108,209",57098,43934 Mendoza Divide Apt. 505,North Matthewview,PW,77156,1971-05-03,Inactive
31177,Andrew,Short,andrew.short@jordan.com,2025-09-19,Dancer,Marketing,146778,32403,52900 Brenda Mount Suite 473,South Carolynshire,IA,67285,1967-10-01,On Leave
46292,Rebecca,Harvey,rebecca.harvey@long-sullivan.com,2020-07-09,"Surveyor, building control",Operations,127613,17099,173 Collier Centers,East Travisside,NY,11549,1993-03-04,Inactive
19070,Michael,Jones,michael.jones@beard.org,2023-06-09,Counsellor,HR,"$81,739",48189,416 Daniel Camp,New Stephaniestad,GU,65225,2000-02-06,Inactive
11236,syLvia,pEtty,sylvia.petty@davis.com,2022-02-02,Health visitor,Finance,146780,31356,87156 Jeremy Crossing Suite 640,Michelleport,NC,72945,1984-05-02,Active
90075,tIMOTHY,GATEs,timothy.gates@peters-olsen.com,2022-11-29,Wellsite geologist,Sales,"$78,394",98816,75436 Matthew Wall Suite 125,Samanthafort,NH,06840,1994-05-09,Inactive
26042,William,Williams,william.williams@sexton-wilson.biz,2024-07-14,Museum/gallery exhibitions officer,IT,126720,75867,,Lindseyville,MH,36004,1970-07-29,On Leave
34673,Melissa,Weaver,melissa.weaver@davis-montoya.com,2025-04-20,Physiotherapist,Finance,70399,52925,6418 Anthony Skyway,West Keith,DC,69307,1983-01-06,Inactive
75867,Richard,Quinn,richard.quinn@washington.com,2019-03-25,"Scientist, research (life sciences)",it,67308,20199,085 Jason Cliff Suite 178,Woodsborough,NJ,72739,1978-02-19,On Leave
76224,Teresa,Wallace,teresa.wallace@evans.biz,2023-12-31,Print production planner,Sales,69010,77789,7081 Janice Ridges,Madelineland,GA,27491,2002-04-25,Active
81619,Jeffery,Moore,jeffery.moore@ward.com,2024-02-06,"Designer, television/film set",Engineering,"$84,990",97006,2947 Ruiz Villages Suite 053,Susanfurt,RI,48150,1968-05-15,Inactive
66485,Christine,Harris,christine.harris,2026-11-18,Social worker,IT,139616,99400,51003 Nguyen Dam,South Thomasville,OR,20772,1999-07-05,On Leave
95863,David,Duran,david.duran@french.biz,2024-11-26,Theme park manager,HR,94152,81131,531 Rasmussen Points Apt. 220,Wandachester,NE,93563,1981-08-02,On Leave
49896,Andrew,Ponce,andrew.ponce@logan.com,2021-10-07,"Surveyor, hydrographic",HR,75585,78042,1401 Rebecca Junction,East Curtis,IN,47396,1967-06-03,On Leave
20936,Blake,Wagner,blake.wagner@perez.com,2022-06-04,Publishing copy,Marketing,107089,19670,115 Stephanie Fords,South Dorothybury,FM,99109,2002-10-22,Inactive
82551,Suzanne,Wilson,suzanne.wilson@walker-thomas.biz,2025-10-24,Careers adviser,Engineering,123716,98582,39004 Nicole Throughway,Moorestad,NM,60386,1970-12-05,Inactive
83640,Alexandria,Johnson,alexandria.johnson@mueller.net,2019-10-14,Retail manager,Finance,126852,99113,27024 Ricky Alley Apt. 064,Jayfurt,MA,11068,1974-02-03,On Leave
15033,DANIEl,WIlcox,daniel.wilcox@kelley.com,2022-08-31,"Designer, fashion/clothing",Operations,83964,81677,314 Caleb Station,Ewingburgh,DE,96476,1996-10-14,Inactive
22319,Jacob,Carter,jacob.carter@anderson-bates.com,2026-07-09,Medical secretary,OperATions,"$106,770",65503,2347 Mitchell Burgs,Willisview,OH,21978,1974-07-20,Inactive
40207,Samantha,Guerra,samantha.guerra@hansen.net,2023-11-18,"Editor, film/video",Marketing,84356,99148,73214 Bruce Fields Suite 480,Port Susanmouth,IA,71020,1981-11-27,On Leave
49734,Alyssa,Jensen,alyssa.jensen@smith.com,2021-05-08,"Editor, magazine features",Sales,79348,12463,8623 Raymond Summit,Port Maryfort,PW,33431,2000-09-14,Inactive
36248,Michele,Hooper,michele.hooper@erickson.com,2025-07-31,Clinical psychologist,HR,116883,61285,07494 Audrey Throughway Apt. 942,Meganborough,WV,46167,1981-12-03,Active
56722,David,Lee,david.lee@lamb.com,2026-02-21,"Engineer, civil (contracting)",IT,48358,16751,6124 Moore Dam Apt. 030,Michaelstad,MO,58581,1993-06-16,Inactive
69018,Jeremy,Warren,jeremy.warren@zimmerman-johnston.biz,2016-04-13,"Surveyor, rural practice",Sales,109697,83348,150 Grace Squares,Kellymouth,NM,26839,1981-02-04,Active
56849,Gabrielle,Holland,gabrielle.holland@cox.info,2023-05-03,Economist,Sales,125460,75883,85918 Wilson Views Suite 195,Port Michael,PW,94091,1980-08-10,Inactive
98146,Robert,Alvarado,robert.alvarado@cooper.org,2017-11-28,Fine artist,Finance,"$56,006",18848,,West Carolyn,WY,20476,1982-03-03,Inactive
22319,Chad,Norman,chad.norman@rodriguez-morris.com,2016-10-12,Chartered management accountant,Finance,"$67,143",20397,4159 Gates Prairie,Port Lindsey,SD,38672,1982-06-09,Inactive
83640,Margaret,Gomez,margaret.gomez@chase-underwood.com,2023-02-24,Waste management officer,Sales,"$105,572",75935,3887 Phillips Ports,Princehaven,MA,27223,1969-12-17,Active
55851,James,Smith,james.smith@liu.biz,2024-04-05,Education administrator,IT,109287,91078,80673 Leslie Wells Apt. 541,Ortizmouth,WY,95192,1990-07-30,Inactive
11236,Adam,Waller,adam.waller@sutton.org,2021-06-24,Seismic interpreter,Operations,"$99,984",85533,57920 Timothy Parks Suite 639,West Deborah,LA,80077,1993-07-14,On Leave
50661,April,Steele,april.steele,2018-10-10,Arboriculturist,Marketing,"$136,504",50661,5897 Scott Extensions,Meadowsfort,KY,57901,1994-05-26,On Leave
36014,Patricia,Greene,patricia.greene@freeman.biz,2018-08-21,Chiropodist,OpeRatiOnS,107661,38136,,Lake Jeff,NC,64317,1985-05-31,Active
31356,John,Wilson,john.wilson@carrillo.org,2018-07-05,Public affairs consultant,Finance,110103,95699,5369 Edwards Grove Suite 613,Adkinsfurt,OR,53051,1971-03-07,Inactive
58042,Benjamin,Brooks,benjamin.brooks@buchanan.com,2018-10-04,"Engineer, energy",Operations,106384,36014,5318 Middleton Isle,New Yolandaberg,NM,04399,1990-10-19,On Leave
13038,David,Anderson,david.anderson@jones.com,2017-06-04,"Surveyor, commercial/residential",Engineering,123685,10249,400 Jackson Coves Suite 177,South Jaredfurt,NC,22062,1986-08-19,On Leave
39340,Tracy,Reese,tracy.reese@stein-gates.com,2026-04-29,Public relations officer,HR,"$112,658",22851,35180 Dawn Key Suite 672,Marshallfurt,NE,77083,1996-11-25,Active
50159,Elizabeth,Torres,elizabeth.torres,2022-03-08,"Administrator, local government",Finance,"$74,530",62829,758 Johnson Well Suite 112,South Katelynchester,KS,36810,1990-01-15,Inactive
86277,Rachel,Arnold,rachel.arnold,2022-08-08,Secretary/administrator,IT,"$129,275",71123,3698 Ashley Meadow Apt. 927,Gutierrezburgh,AR,52280,1993-05-07,Active
70285,Joe,Ford,joe.ford@yu.biz,2018-12-30,Database administrator,Engineering,147743,65968,48993 Daniels Islands Suite 110,North Jason,GU,55667,1993-01-07,Active
56849,Debra,Wilson,debra.wilson@thomas.biz,2024-02-05,"Civil engineer, consulting",Sales,42959,12961,856 Porter Causeway Apt. 524,South Lori,TX,,1990-07-21,Inactive
34141,Thomas,Love,thomas.love@bell.com,2025-04-14,Clothing/textile technologist,Operations,120636,88532,989 Jacobson Underpass Suite 677,Lake Annetteview,PW,99062,2002-09-09,Active
61097,eLizAbeth,mIller,elizabeth.miller@schneider.com,2025-06-26,Environmental consultant,IT,"$106,470",,50235 Walker Cliffs Apt. 056,Christineborough,NY,43611,1976-01-19,Active
26776,James,White,james.white@wilcox.com,2020-07-04,Research scientist (physical sciences),Marketing,110637,69951,74444 Harold Stravenue Apt. 702,Johnsonberg,MA,35851,1992-04-28,Active
34170,JaCOb,Johnson,jacob.johnson@green.com,2024-07-27,Photographer,Engineering,"$92,805",97072,12067 Gomez Port,Lake Jay,WY,53406,1968-06-13,Inactive
61132,Shirley,Chandler,shirley.chandler@wilkerson.net,2018-02-16,"Teacher, adult education",Finance,123299,82852,271 Webster Lakes Apt. 503,Toddstad,MS,55495,1996-03-26,Active
53760,Bryan,Mcdonald,bryan.mcdonald@young.com,2022-12-02,Data processing manager,Finance,53689,41122,40524 Orozco Crescent Suite 174,Rileyhaven,NV,50080,1975-09-09,On Leave
92539,Kayla,Miller,kayla.miller@nichols-strong.com,2019-06-11,Call centre manager,Marketing,"$63,246",81017,922 Harris Prairie,New Benjamin,NJ,42092,1972-12-20,On Leave
73964,Matthew,Lawson,matthew.lawson@cruz.com,2018-11-22,Police officer,Sales,"$70,032",33097,031 Garcia Cliff Suite 164,Tranborough,NY,46275,1977-08-11,Active
24595,Samantha,Ali,samantha.ali@benton-hardy.com,2022-08-03,Chartered accountant,Marketing,119741,,94620 Michael Landing Apt. 586,North Amanda,VA,77101,1976-04-11,Inactive
98221,Dawn,Garcia,dawn.garcia@dennis-myers.com,2018-10-19,"Teacher, primary school",maRkeTING,"$101,922",46643,0119 Delgado Turnpike,North Tracey,VT,54443,1987-07-29,On Leave
97072,Mary,Whitehead,mary.whitehead@padilla-mooney.com,2026-09-22,Careers adviser,IT,"$76,159",61285,5829 Lindsey Corners,South Tracey,AK,84828,1987-01-13,Active
69139,BENJAmIN,JimenEz,benjamin.jimenez@hernandez-little.org,2019-10-26,"Teacher, primary school",IT,"$51,130",88041,29327 Susan Streets Apt. 325,North Latoya,IN,90202,1994-06-19,On Leave
59470,Ashley,Knight,ashley.knight@ramirez.info,2020-05-22,Haematologist,Finance,79376,94529,656 Carey Land,Dawnside,GA,,1966-04-09,Active
21960,Lori,Lowery,lori.lowery@gallagher-frazier.com,2021-12-05,"Engineer, building services",Finance,"$64,455",31429,9125 Li Radial Apt. 678,Lake Rachelhaven,SD,85398,1995-11-19,Inactive
31173,Michelle,Ford,michelle.ford@reeves.com,2024-04-16,Higher education careers adviser,HR,126779,60077,7571 Mcdonald Centers Suite 172,North Rebecca,WA,,1978-04-09,Active
77287,Michael,Bailey,michael.bailey@watson.com,2024-09-16,Contractor,HR,103956,92845,,West Melindamouth,NJ,69661,1998-11-11,Inactive
89332,Erik,Jimenez,erik.jimenez@gordon-hall.net,2018-05-04,Maintenance engineer,Marketing,71547,69431,587 Woods Lodge,New Benjamin,DE,43370,1985-12-22,Inactive
58991,Alison,Suarez,alison.suarez@martinez.org,2021-08-25,"Therapist, drama",It,43782,84736,837 Kristin Valleys Apt. 032,Tracistad,MP,90224,1993-07-11,Active
56315,Teresa,Williams,teresa.williams@miranda.com,2025-04-02,Pharmacologist,Operations,"$131,778",40769,957 Sherry Prairie,Port Caleb,SC,,1996-03-19,On Leave
45473,Michael,Reese,michael.reese@adkins.com,2020-07-12,Learning disability nurse,OpERAtIonS,"$73,947",37739,35654 Burke Creek Suite 852,South Andrew,CA,06248,1992-07-23,Active
63823,Rose,Smith,rose.smith@thomas-anderson.com,2022-01-28,Public house manager,HR,49224,47229,697 Jennifer Knolls,Christophermouth,TX,50849,1998-11-06,Inactive
71363,Bailey,Parker,bailey.parker@luna.com,2018-06-08,Homeopath,Marketing,89273,36014,15217 Campbell Road,West Patrick,NJ,78234,1997-03-22,Inactive
10219,Brandon,Harmon,brandon.harmon@smith-johnson.com,2024-11-30,Conference centre manager,Engineering,102517,29383,99232 John Islands,Jeffreyton,VI,90799,1974-07-17,Active
47659,Lauren,Thornton,lauren.thornton@hicks-goodwin.com,2018-08-09,Legal executive,Engineering,"$89,420",44124,6105 Ryan Tunnel,Lake Amyborough,TX,14463,1975-08-14,Inactive
34398,Todd,Bright,todd.bright,2024-04-30,Chief Marketing Officer,Engineering,55639,65951,913 David Mission,New Jamesport,OK,71664,1967-05-12,Active
80676,Christina,Mckinney,christina.mckinney@shepherd.com,2025-12-16,Warden/ranger,HR,43123,90075,96541 Camacho Port,North Robert,SD,44092,1979-10-09,Inactive
12422,Louis,Ortega,louis.ortega@hahn.biz,2023-09-22,Public relations officer,IT,44247,20199,264 Tina Flats Suite 823,Port Amyburgh,RI,87037,1971-02-09,Active
31696,Michael,Bowman,michael.bowman,2018-07-15,"Lecturer, higher education",Finance,"$120,380",88451,0571 Alexandra Streets Apt. 714,Hoganmouth,OR,56373,1973-07-01,Active
15042,MIChaEl,guTIeRRez,michael.gutierrez@brown-moreno.info,2022-12-16,"Psychologist, counselling",Operations,52272,90641,310 Keith Circles,New Catherine,HI,13233,1988-06-28,On Leave
15111,Emily,Fritz,emily.fritz@jacobs.com,2018-05-04,Commercial horticulturist,HR,74340,87928,46478 Lyons Spur,Matthewville,MD,15576,1978-09-18,Inactive
24899,Molly,Fry,molly.fry@houston.info,2016-09-15,Neurosurgeon,Finance,"$118,490",19808,051 Jessica Terrace,East Cynthia,CT,39389,1980-05-24,Active
29589,Carrie,Smith,carrie.smith@barnes-steele.info,2018-07-12,Energy manager,HR,"$57,018",49483,410 Roberts Field,New Emily,KS,00904,1983-10-03,On Leave
13529,Michael,Simpson,michael.simpson@richmond.com,2025-08-24,Plant breeder/geneticist,SALEs,"$129,716",34301,33659 Gary Dale Suite 588,Lake Kimberly,VI,30744,1992-02-12,On Leave
33511,Samuel,Jordan,samuel.jordan@warren-tucker.com,2017-10-22,Surgeon,HR,"$69,280",84807,73848 Wyatt Manors,Port David,UT,77824,2003-01-15,Inactive
80643,Robert,Barnes,robert.barnes@gonzalez-stewart.com,2019-09-17,Product manager,Operations,"$94,328",95215,925 Mckinney Hills,West Rebecca,DC,84150,1999-01-19,On Leave
45343,Todd,Coleman,todd.coleman@sharp-ramos.com,2021-07-25,Statistician,Engineering,140467,45540,123 Joan Shore Suite 493,Rojastown,MI,11524,2003-07-16,On Leave
64833,David,Cooper,david.cooper@johnson-smith.com,2020-05-02,Careers adviser,Engineering,"$99,084",81311,1288 Sanchez Freeway Suite 077,Carriechester,WY,19587,1982-09-22,On Leave
29704,Joshua,Colon,joshua.colon@riley.com,2020-04-01,Museum/gallery curator,Marketing,"$141,010",25193,89211 Carlos Drive Apt. 574,Michellebury,TX,81402,1992-07-06,Active
24899,Crystal,Taylor,crystal.taylor@jackson-villarreal.net,2023-05-28,Legal executive,HR,49337,38115,66766 Danielle Fork Suite 669,New Justinport,AS,,1978-10-24,Active
42578,Robin,Wilson,robin.wilson@turner.com,2026-08-09,"Journalist, magazine",HR,"$104,163",13378,218 David Burgs Suite 563,Johnsonhaven,ID,10001,1972-07-10,Inactive
24595,Rebecca,Brennan,rebecca.brennan@wiley.com,2021-07-31,Historic buildings inspector/conservation officer,HR,"$72,523",37447,,Heatherview,HI,94374,1986-04-17,On Leave
58713,Pamela,Graves,pamela.graves@casey-marks.org,2018-08-15,General practice doctor,HR,61011,56167,,Erikaville,MI,37590,1984-01-22,On Leave
15033,Thomas,Christian,thomas.christian@johnson.biz,2023-08-31,"Lecturer, higher education",Engineering,"$126,153",,9818 Renee Plain,East Jamie,NJ,79997,1978-04-01,Active
84981,Robert,White,robert.white@maxwell.com,2022-08-10,Accounting technician,HR,"$149,722",47718,7071 Castillo Haven,Port David,VA,18635,1976-11-19,On Leave
69139,JamEs,wIgGinS,james.wiggins@cook.com,2016-06-23,"Development worker, international aid",Operations,114911,67720,0750 Jennifer Common,Wrightburgh,GA,02653,1996-03-16,On Leave
42456,Mary,Nelson,mary.nelson@nelson.com,2017-06-12,Trading standards officer,Engineering,"$118,930",98329,9538 Rodriguez Ford Suite 577,Port Cheryl,AL,37670,1997-01-24,Inactive
91534,Debra,Martin,debra.martin@chapman-park.com,2024-11-16,"Buyer, industrial",IT,"$88,172",71973,53058 Kimberly Motorway,East Lauraside,IA,39047,1990-07-21,Inactive
48075,Bobby,Vega,bobby.vega@thompson-patterson.com,2017-03-28,Call centre manager,Sales,146291,81169,9297 Susan Trace,Kennedyland,MT,55130,1994-09-15,Inactive
27514,Jeremy,Melendez,jeremy.melendez@marshall.com,2024-04-05,"Scientist, research (maths)",ENGinEERiNG,"$78,182",16175,,North Kevin,MS,75481,1991-04-24,On Leave
27529,Joshua,Ross,joshua.ross@silva.com,2019-06-16,Software engineer,Marketing,104594,81425,017 Curry Circles Apt. 206,Christineland,UT,78806,1969-06-29,On Leave
34673,Courtney,Chavez,courtney.chavez@gilbert.com,2016-05-28,Armed forces operational officer,Engineering,"$70,556",63504,197 Smith Drives Apt. 968,West Jessicatown,OH,44542,1981-03-16,Active
34673,William,Meyer,william.meyer@harrington.info,2027-03-13,Petroleum engineer,Sales,"$122,685",,7543 Deborah Inlet,Butlerside,NH,01601,2000-12-09,Inactive
31036,Jake,Price,jake.price@murillo.com,2024-10-29,"Teacher, secondary school",Operations,"$123,074",89795,80905 Flores Plaza,Rodriguezbury,NM,28935,2000-01-02,Inactive
66218,Melanie,Rose,melanie.rose@acosta-beck.com,2025-02-28,Energy engineer,Finance,"$136,050",67927,2268 Johnson Groves Apt. 211,Walkerville,WA,64154,1988-08-05,Inactive
99491,Barbara,Boone,barbara.boone@moore.com,2025-11-11,Graphic designer,Operations,"$102,076",75508,81890 Gibson Course Apt. 848,East Andrea,MI,20302,1992-04-22,Active
54539,NIColE,AGUILaR,nicole.aguilar@smith-hicks.org,2018-11-10,Visual merchandiser,IT,115614,72229,950 Willis Coves Suite 941,Port Brendaside,OR,34822,1975-08-20,Active
85549,Brandon,Martin,brandon.martin@hoffman-martin.net,2017-02-12,"Engineer, drilling",IT,103861,,6184 Price Mountains,Woodshire,CO,29966,1973-08-22,On Leave
88041,Daniel,Campbell,daniel.campbell@fernandez-hunter.biz,2024-10-23,"Physicist, medical",IT,"$47,468",30403,776 Espinoza Village,New Jeremyberg,WV,44933,1995-08-28,Active
39170,aSHlEY,WalKEr,ashley.walker@turner.com,2027-03-14,Lexicographer,Engineering,107269,79880,0937 Sean Green,East Joshua,VT,98252,1994-07-20,On Leave
27446,Jennifer,Frazier,jennifer.frazier@thomas.com,2019-06-12,"Designer, fashion/clothing",Engineering,114964,92539,559 Barbara Ports,Parkerton,MT,62949,1978-05-11,Active
32035,Vanessa,Fields,vanessa.fields@harper.biz,2017-07-13,Theatre stage manager,Finance,59125,98329,8000 Miller Harbor,Port Jasmineport,MP,,1985-04-26,On Leave
94868,PAMeLa,SImpsON,pamela.simpson@baker.com,2021-03-09,Best boy,Operations,112934,69882,6030 Andrea Villages Suite 194,Port Edwardberg,MO,47404,1976-07-12,Inactive
50148,Sean,Lee,sean.lee@woodard-cuevas.org,2021-08-09,"Conservation officer, historic buildings",Operations,146581,32516,276 Yu Isle,North Erintown,NJ,89252,1996-06-28,Active
88041,Travis,Ward,travis.ward@williams.com,2017-03-03,Publishing copy,Engineering,82019,32421,585 William Springs,Troyfurt,OR,54060,2004-02-12,On Leave
41754,Kenneth,Wilson,kenneth.wilson@carey-mitchell.biz,2019-05-13,"Engineer, biomedical",Marketing,"$41,325",16730,82979 Steven Fall,South Kendra,AK,02022,1979-04-02,Active
40475,Brittney,Moore,brittney.moore@rodriguez.com,2017-03-11,Health and safety adviser,IT,86341,57678,50224 Flores Ridges Suite 766,East Martin,TX,45041,1977-07-01,Active
34673,Joseph,Smith,joseph.smith@craig-huffman.biz,2016-09-18,Magazine journalist,Marketing,51292,14045,83858 David Summit,Brittanyside,PA,72092,1972-04-13,On Leave
32529,Brandon,Cowan,brandon.cowan@cannon.info,2023-02-01,Toxicologist,Marketing,88732,74437,19741 Diana Route Suite 713,West Elizabethshire,NE,53225,1970-04-30,On Leave
13510,Rachel,Jones,rachel.jones@thompson-gonzalez.com,2022-02-28,Community education officer,Engineering,61800,53684,131 Cook Overpass,Port Williamview,KY,06375,2002-05-21,Active
58402,Patricia,Anderson,patricia.anderson@cooper-smith.info,2017-04-22,Electrical engineer,Operations,"$75,518",65089,988 Duran Cape Suite 628,North Maryfort,PA,92841,1997-06-07,On Leave
55623,JoEL,MCGeE,joel.mcgee@wood.com,2016-07-02,"Development worker, international aid",Engineering,"$148,696",58020,03106 Sabrina Plain Suite 144,Lake Staceyfurt,UT,80499,2003-07-20,On Leave
42456,Melissa,Morgan,melissa.morgan,2020-05-18,Operational researcher,HR,55260,34141,5424 Warren Freeway Apt. 399,Port Melissa,WI,88928,1978-04-24,Active
72374,James,Gonzales,james.gonzales@shaffer.biz,2026-02-18,Veterinary surgeon,Finance,53131,,123 Mann Stream Suite 992,New Natashaside,AZ,,1975-10-05,On Leave
